Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
123,123,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,163284008,I am worried that my information could be used to discriminate against me/my family,,I am worried that my information could be used to discriminate against me/my family,RcrtSI_OptOut_v1r0_PrivacyJ,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,1/6/23,Participants Table Nested structure: state_d_706283025_d_163284008,,
124,124,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
125,125,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,387198193,I am worried that my information will be used by others to make a profit,,I am worried that my information will be used by others to make a profit,RcrtSI_OptOut_v1r0_PrivacyK,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,1/6/23,Participants Table Nested structure: state_d_706283025_d_387198193,,
126,126,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
127,127,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,566047367,I have other privacy concerns,,I have other privacy concerns,RcrtSI_OptOut_v1r0_PrivacyL,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_566047367,Question text also for HdRef_PrivacyJ_v1r0,
128,128,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
129,129,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,400259098,I am concerned about COVID-19,,I am concerned about COVID-19,RcrtSI_OptOut_v1r0_Covid,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Master Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_400259098,Also Question text for HdRef_COVID_v1r0,
130,130,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
131,131,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,260703126,Refused MyChart Invitation,,Refused MyChart Invitation,RcrtSI_OptOut_v1r0_MyChart,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Master Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_260703126,,
132,132,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
133,133,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,744197145,Person is unable to participate or deceased,,Person is unable to participate or deceased,RcrtSI_OptOut_v1r0_unable,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_744197145,,
134,134,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
135,135,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,950040334,Reason not given,,Reason not given,RcrtSI_OptOut_v1r0_none,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_950040334,Question text also for HdRef_NotGiven_v1r0,
136,136,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
137,137,192505768,Recruitment,883203566,Sign in,,,,,,,875549268,Recruitment SOP maximum number of pre-consent contact attempts reached for cycle,,Max number of contacts reached for cycle,RcrtSI_MaxContcts_v1r0,,Num,1,104430631,0=No,,Yes,No,Default will be set to No .,,Recruitment Data Dictionary,Yes,Yes,,Participants Table Not nested (state_d_875549268),,
138,138,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
139,139,192505768,Recruitment,883203566,Sign in,,,,,,,230663853,Autogenerated flag - Signed-in,,Signed-in,RcrtSI_SignedIn_v1r0,,Num,1,104430631,0=No,,Yes,No,"Default is zero at time token/pin assigned to recruit. For passive recruits both RcrtSI_SignedIn_v1r0 equals 1 and token assigned occur in the same step, which is after selection of site.  Once a passive recruit has a token, all subsequent flags can be populated with the default and updated as the participant proceeds.",,Recruitment Data Dictionary,No,Yes,,Participants Table Not nested (d_230663853),,
140,140,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
141,141,192505768,Recruitment,883203566,Sign in,,,,,,,335767902,Autogenerated date/time First Signed-In,,Time first sign-in occurred,RcrtSI_SignTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if RcrtSI_SignedIn_v1r0 equals 1,No,ISO format to be converted to SAS,,Recruitment Data Dictionary,No,No,2/21/23,Participants Table Not nested (d_335767902),,
142,142,192505768,Recruitment,883203566,Sign in,,,,,New,1/30/23,288972510,Uninvited recruits that have been added to the data frame or made active by mistake,,Uninvited Recruits,RcrtSI_UninvitedRcts_v1r0,,Num,1,104430631,0=No,,No,No,The records sites flag as uninvited will be deleted from our system,,Recruitment Data Dictionary,No,No,3/10/23,Participants Table Not nested (d_288972510),,
143,143,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
144,144,192505768,Recruitment,214456996,Eligibility Screener,,,,,,,828729648,I do not have a pin,,No PIN,RcrtES_noPIN_v1r0,,Num,1,104430631,0=No,,No,No,"Default is 0, RcrtES_noPIN_v1r0 equals 1 if I do not have a PIN button selected",,Recruitment Data Dictionary,No,Yes,,Participants Table Not nested (d_828729648),,removed quotation marks
145,145,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
146,146,192505768,Recruitment,214456996,Eligibility Screener,,,,,,,379080287,Enter your Pin number,,PIN entered,RcrtES_PIN_v1r0,,Char,6,,N/A,,No,No,,,Recruitment Data Dictionary,,,,Participants Table Not nested (d_379080287),,
147,147,192505768,Recruitment,214456996,Eligibility Screener,,,,,,,948195369,PIN match - autogenerated when entered PIN matches an active recruit PIN,,PIN match,RcrtES_PINmatch_v1r0,,Num,1,104430631,0=No,,No,No,"Default equals 0 for anyone assigned a PIN, until PIN is entered in PWA. If valid PIN not entered, participant is a passive recruit and RcrtES_PINmatch_v1r0 equals 0.",,Recruitment Data Dictionary,No,Yes,,Participants Table Not nested (d_948195369),,
148,148,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
149,149,192505768,Recruitment,214456996,Eligibility Screener,,,,,,,827220437,Healthcare provider,,Site,RcrtES_Site_v1r0,,Num,2,531629870,0 = HealthPartners,,Yes -  if there is not a valid token or PIN,No,The National Cancer Institute is included as a site for testing purposes only.,,Recruitment Data Dictionary,No,No,3/25/21,Participants Table Not nested (d_827220437),,
150,150,,,,,,,,,,,,,,,,,,,548392715,1 = Henry Ford Health System,,,,,,,,,,,,
151,151,,,,,,,,,,,,,,,,,,,125001209,2 = Kaiser Permanente Colorado,,,,,,,,,,,,
152,152,,,,,,,,,,,,,,,,,,,327912200,3 = Kaiser Permanente Georgia,,,,,,,,,,,,
153,153,,,,,,,,,,,,,,,,,,,300267574,4 = Kaiser Permanente Hawaii,,,,,,,,,,,,
154,154,,,,,,,,,,,,,,,,,,,452412599,5 = Kaiser Permanente Northwest,,,,,,,,,,,,
155,155,,,,,,,,,,,,,,,,,,,303349821,6 = Marshfield Clinic Health System,,,,,,,,,,,,
156,156,,,,,,,,,,,,,,,,,,,657167265,7 = Sanford Health,,,,,,,,,,,,
157,157,,,,,,,,,,,,,,,,,,,809703864,8 = University of Chicago Medicine,,,,,,,,,,,,
158,158,,,,,,,,,,,,,,,,,,,517700004,9 = National Cancer Institute,,,,,,,,,,,,
159,159,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,
160,160,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,461488577,Email or text invitation,,Email or text invitation,RcrtES_Aware_v1r0_Email,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_461488577,,
161,161,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
162,162,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,942255248,Letter or brochure in mail,,Letter or brochure in mail,RcrtES_Aware_v1r0_Mail,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_942255248,,
163,163,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
164,164,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,607081902,Invitation through my patient portal (such as MyChart),,Invitation through my patient portal (such as MyChart),RcrtES_Aware_v1r0_Invite,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_607081902,,
165,165,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
166,166,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,639721694,Phone call invitation,,Phone call invitation,RcrtES_Aware_v1r0_Phone,,Num,1,104430631,0=No,,No,No,,,Master Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_639721694,,
167,167,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
168,168,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,196856782,Physician or other health care staff,,Physician or other health care staff,RcrtES_Aware_v1r0_Phys,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_196856782,,
169,169,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
170,170,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,177402915,Connect research staff at my health care system,,Connect research staff at my health care system,RcrtES_Aware_v1r0_Staff,,Num,1,104430631,0=No,,No,No,,,Master Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_177402915,,
171,171,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
172,172,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,791389099,News article or press release about Connect,,News article or press release about Connect,RcrtES_Aware_v1r0_News,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_791389099,,
173,173,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
174,174,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,684726272,Health care system newsletter,,Health care system newsletter,RcrtES_Aware_v1r0_HCNews,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_684726272,,
175,175,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
176,176,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,241590841,Health care system website,,Health care system website,RcrtES_Aware_v1r0_HCSite,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_241590841,,
177,177,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
178,178,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,206879104,Connect website on Cancer.gov,,Connect website on Cancer.gov,RcrtES_Aware_v1r0_Web,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_206879104,,
179,179,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
180,180,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,642287621,"Social media post (on Facebook, Twitter, Instagram, or other channels)",,"Social media post (on Facebook, Twitter, Instagram, or other channels)",RcrtES_Aware_v1r0_Social,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_642287621,,
181,181,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
182,182,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,520301146,"Local news, television, or radio station",,"Local news, television, or radio station",RcrtES_Aware_v1r0_TV,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_520301146,,
183,183,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
184,184,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,285130077,Video,,Video,RcrtES_Aware_v1r0_Video,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_285130077,,
185,185,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
186,186,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,549687190,Family or friend,,Family or friend,RcrtES_Aware_v1r0_Family,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_549687190,,
187,187,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
188,188,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,326825649,Another Connect participant,,Another Connect participant,RcrtES_Aware_v1r0_Member,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_326825649,,
189,189,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
190,190,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,819377306,"Poster, flyer, or sign at my health care system",,"Poster, flyer, or sign at my health care system",RcrtES_Aware_v1r0_Poster,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_819377306,,
191,191,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
192,192,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,829269606,Connect table at public event,,Connect table at public event,RcrtES_Aware_v1r0_Table,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_829269606,,
193,193,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
194,194,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,967372009,Recorded message,,Recorded message,RcrtES_Aware_v1r0_Hold,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_967372009,,
195,195,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
196,196,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,462314689,Other- Recruitment,,Other,RcrtES_Aware_v1r0_Other,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,1/31/22,Participants Table Nested structure: d_142654897_d_462314689,,
197,197,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
198,198,192505768,Recruitment,273437590,Consent,,,,,,,412000022,HIPAA Version,,HIPAA Version,RcrtCS_HIPAAVer_v1r0,,Char,11,,N/A,,Yes,No,Other version codes to be added as needed.,,"Recruitment, Study Manager",No,No,,Participants Table Not nested (d_412000022),,
199,199,192505768,Recruitment,273437590,Consent,,,,,,,558435199,HIPAA Authorization,,HIPAA Authorization,RcrtCS_HIPAAAuth_v1r0,,Num,1,104430631,0 = No,,Yes,No,,,"Recruitment, Study Manager",No,No,,Participants Table Not nested (d_558435199),,
