Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
125,125,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
126,126,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,163284008,I am worried that my information could be used to discriminate against me/my family,,Worried About Discrimination From Data,RcrtSI_OptOut_v1r0_PrivacyJ,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,1/6/23,Participants Table Nested structure: state_d_706283025_d_163284008,,
127,127,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
128,128,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,387198193,I am worried that my information will be used by others to make a profit,,Worried Others Will Profit From My Data,RcrtSI_OptOut_v1r0_PrivacyK,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,1/6/23,Participants Table Nested structure: state_d_706283025_d_387198193,,
129,129,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
130,130,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,566047367,I have other privacy concerns,,Oth Privacy Concerns,RcrtSI_OptOut_v1r0_PrivacyL,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_566047367,Question text also for HdRef_PrivacyJ_v1r0,
131,131,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
132,132,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,400259098,I am concerned about COVID-19,,COV Concerns,RcrtSI_OptOut_v1r0_Covid,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Master Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_400259098,Also Question text for HdRef_COVID_v1r0,
133,133,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
134,134,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,260703126,Refused MyChart Invitation,,Ref MyChart Invite,RcrtSI_OptOut_v1r0_MyChart,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Master Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_260703126,,
135,135,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
136,136,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,744197145,Person is unable to participate or deceased,,Unable/Dead,RcrtSI_OptOut_v1r0_unable,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_744197145,,
137,137,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
138,138,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,950040334,Reason not given,,Reason Not Given,RcrtSI_OptOut_v1r0_none,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_950040334,Question text also for HdRef_NotGiven_v1r0,
139,139,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
140,140,192505768,Recruitment,883203566,Sign in,,,,,,,875549268,Recruitment SOP maximum number of pre-consent contact attempts reached for cycle,,Reached Max Contact N,RcrtSI_MaxContcts_v1r0,,Num,1,104430631,0=No,,Yes,No,Default will be set to No .,,Recruitment Data Dictionary,Yes,Yes,,Participants Table Not nested (state_d_875549268),,
141,141,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
142,142,192505768,Recruitment,883203566,Sign in,,,,,,,230663853,Autogenerated flag - Signed-in,,Signed-In,RcrtSI_SignedIn_v1r0,,Num,1,104430631,0=No,,Yes,No,"Default is zero at time token/pin assigned to recruit. For passive recruits both RcrtSI_SignedIn_v1r0 equals 1 and token assigned occur in the same step, which is after selection of site.  Once a passive recruit has a token, all subsequent flags can be populated with the default and updated as the participant proceeds.",,Recruitment Data Dictionary,No,Yes,,Participants Table Not nested (d_230663853),,
143,143,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
144,144,192505768,Recruitment,883203566,Sign in,,,,,,,335767902,Autogenerated date/time First Signed-In,,Time First Sign-In,RcrtSI_SignTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if RcrtSI_SignedIn_v1r0 equals 1,No,ISO format to be converted to SAS,,Recruitment Data Dictionary,No,No,2/21/23,Participants Table Not nested (d_335767902),,
145,145,192505768,Recruitment,883203566,Sign in,,,,,New,1/30/23,288972510,Uninvited recruits that have been added to the data frame or made active by mistake,,Uninvited Recruits,RcrtSI_UninvitedRcts_v1r0,,Num,1,104430631,0=No,,No,No,The records sites flag as uninvited will be deleted from our system,,Recruitment Data Dictionary,No,No,3/10/23,Participants Table Not nested (d_288972510),,
146,146,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
147,147,192505768,Recruitment,214456996,Eligibility Screener,,,,,,,828729648,I do not have a pin,,No PIN,RcrtES_noPIN_v1r0,,Num,1,104430631,0=No,,No,No,"Default is 0, RcrtES_noPIN_v1r0 equals 1 if I do not have a PIN button selected",,Recruitment Data Dictionary,No,Yes,,Participants Table Not nested (d_828729648),,removed quotation marks
148,148,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
149,149,192505768,Recruitment,214456996,Eligibility Screener,,,,,,,379080287,Enter your Pin number,,Pin Entered,RcrtES_PIN_v1r0,,Char,6,,N/A,,No,No,,,Recruitment Data Dictionary,,,,Participants Table Not nested (d_379080287),,
150,150,192505768,Recruitment,214456996,Eligibility Screener,,,,,,,948195369,PIN match - autogenerated when entered PIN matches an active recruit PIN,,PIN Match,RcrtES_PINmatch_v1r0,,Num,1,104430631,0=No,,No,No,"Default equals 0 for anyone assigned a PIN, until PIN is entered in PWA. If valid PIN not entered, participant is a passive recruit and RcrtES_PINmatch_v1r0 equals 0.",,Recruitment Data Dictionary,No,Yes,,Participants Table Not nested (d_948195369),,
151,151,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
152,152,192505768,Recruitment,214456996,Eligibility Screener,,,,,,,827220437,Healthcare provider,,Site,RcrtES_Site_v1r0,,Num,2,531629870,0 = HealthPartners,,Yes -  if there is not a valid token or PIN,No,The National Cancer Institute is included as a site for testing purposes only.,,Recruitment Data Dictionary,No,No,3/25/21,Participants Table Not nested (d_827220437),,
153,153,,,,,,,,,,,,,,,,,,,548392715,1 = Henry Ford Health System,,,,,,,,,,,,
154,154,,,,,,,,,,,,,,,,,,,125001209,2 = Kaiser Permanente Colorado,,,,,,,,,,,,
155,155,,,,,,,,,,,,,,,,,,,327912200,3 = Kaiser Permanente Georgia,,,,,,,,,,,,
156,156,,,,,,,,,,,,,,,,,,,300267574,4 = Kaiser Permanente Hawaii,,,,,,,,,,,,
157,157,,,,,,,,,,,,,,,,,,,452412599,5 = Kaiser Permanente Northwest,,,,,,,,,,,,
158,158,,,,,,,,,,,,,,,,,,,303349821,6 = Marshfield Clinic Health System,,,,,,,,,,,,
159,159,,,,,,,,,,,,,,,,,,,657167265,7 = Sanford Health,,,,,,,,,,,,
160,160,,,,,,,,,,,,,,,,,,,809703864,8 = University of Chicago Medicine,,,,,,,,,,,,
161,161,,,,,,,,,,,,,,,,,,,517700004,9 = National Cancer Institute,,,,,,,,,,,,
162,162,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,
163,163,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,461488577,Email or text invitation,,Email/Text Invite,RcrtES_Aware_v1r0_Email,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_461488577,,
164,164,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
165,165,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,942255248,Letter or brochure in mail,,Mailed Letter,RcrtES_Aware_v1r0_Mail,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_942255248,,
166,166,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
167,167,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,607081902,Invitation through my patient portal (such as MyChart),,Patient Portal Invite,RcrtES_Aware_v1r0_Invite,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_607081902,,
168,168,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
169,169,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,639721694,Phone call invitation,,Phone Invite,RcrtES_Aware_v1r0_Phone,,Num,1,104430631,0=No,,No,No,,,Master Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_639721694,,
170,170,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
171,171,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,196856782,Physician or other health care staff,,Dr/Staff,RcrtES_Aware_v1r0_Phys,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_196856782,,
172,172,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
173,173,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,177402915,Connect research staff at my health care system,,Connect Staff at IHCS,RcrtES_Aware_v1r0_Staff,,Num,1,104430631,0=No,,No,No,,,Master Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_177402915,,
174,174,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
175,175,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,791389099,News article or press release about Connect,,Connect in News,RcrtES_Aware_v1r0_News,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_791389099,,
176,176,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
177,177,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,684726272,Health care system newsletter,,IHCS Newsletter,RcrtES_Aware_v1r0_HCNews,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_684726272,,
178,178,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
179,179,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,241590841,Health care system website,,IHCS Web,RcrtES_Aware_v1r0_HCSite,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_241590841,,
180,180,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
181,181,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,206879104,Connect website on Cancer.gov,,Connect Web,RcrtES_Aware_v1r0_Web,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_206879104,,
182,182,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
183,183,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,642287621,"Social media post (on Facebook, Twitter, Instagram, or other channels)",,Social Media Post,RcrtES_Aware_v1r0_Social,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_642287621,,
184,184,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
185,185,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,520301146,"Local news, television, or radio station",,Local News/TV/Radio,RcrtES_Aware_v1r0_TV,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_520301146,,
186,186,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
187,187,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,285130077,Video,,Video,RcrtES_Aware_v1r0_Video,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_285130077,,
188,188,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
189,189,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,549687190,Family or friend,,Family/Friend,RcrtES_Aware_v1r0_Family,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_549687190,,
190,190,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
191,191,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,326825649,Another Connect participant,,Another Participant,RcrtES_Aware_v1r0_Member,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_326825649,,
192,192,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
193,193,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,819377306,"Poster, flyer, or sign at my health care system",,Poster at IHCS,RcrtES_Aware_v1r0_Poster,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_819377306,,
194,194,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
195,195,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,829269606,Connect table at public event,,Table at Event,RcrtES_Aware_v1r0_Table,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_829269606,,
196,196,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
197,197,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,967372009,Recorded message,,Recorded Message,RcrtES_Aware_v1r0_Hold,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table Nested structure: d_142654897_d_967372009,,
198,198,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
199,199,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,462314689,Other- Recruitment,,Oth,RcrtES_Aware_v1r0_Other,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,1/31/22,Participants Table Nested structure: d_142654897_d_462314689,,
200,200,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
201,201,192505768,Recruitment,273437590,Consent,,,,,New,,811353546,What letter variant did recruit receive,,Letter Variant,RcrtCS_LetterVariant_v1r0,,Num,1,711757828,0 = Control X,,"Yes if site = SH, HP, MF, UC, HFH",No,"For a limited time, sinuglar experiment.Will not be an ongoing variable that will be submitted.",,Recruitment Data Dictioanry,Yes,No,9/20/23,,,
202,202,,,,,,,,,,,,,,,,,,,943427992,1 = Variant A,,,,,,,,,,,,
203,203,,,,,,,,,,,,,,,,,,,648219696,2 = Variant B,,,,,,,,,,,,
204,204,,,,,,,,,,,,,,,,,,,798915634,3 = Variant C,,,,,,,,,,,,
205,205,,,,,,,,,,,,,,,,,,,896010519,4 = Variant D,,,,,,,,,,,,
206,206,192505768,Recruitment,273437590,Consent,,,,,,,412000022,HIPAA Version,,HIPAA Vers,RcrtCS_HIPAAVer_v1r0,,Char,11,,N/A,,Yes,No,Other version codes to be added as needed.,,"Recruitment, Study Manager",No,No,,Participants Table Not nested (d_412000022),,
207,207,192505768,Recruitment,273437590,Consent,,,,,,,558435199,HIPAA Authorization,,HIPAA Auth,RcrtCS_HIPAAAuth_v1r0,,Num,1,104430631,0 = No,,Yes,No,,,"Recruitment, Study Manager",No,No,,Participants Table Not nested (d_558435199),,
208,208,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
209,209,192505768,Recruitment,273437590,Consent,,,,,,,262613359,Autogenerated date/time stamp for HIPAA Authorization,,D/T HIPAA Auth,RcrtCS_HIPAAAuthDt_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if RcrtCS_HIPAAAuth_v1r0 equals 1,No,ISO to be converted to SAS format,,"Recruitment, Study Manager",No,No,3/26/21,Participants Table Not nested (d_262613359),,
210,210,192505768,Recruitment,273437590,Consent,,,,,,,454205108,Consent Version,,Consent Vers,RcrtCS_Version_v1r0,,Char,11,,N/A,,Yes,No,Other version codes to be added as needed.,,Recruitment Data Dictionary,No,No,,Participants Table Not nested (d_454205108),,
